Import Sequence Number,Subject,Date Created,Start Date,Actual Start,Actual End,Priority,(IG)RegardingType,(IG)RegardingIndex,RegardingIndexID,RegardingName,Activity Status,Status Reason,Description
100315,Meeting:  Contact: Kathleen Campbell,5/16/2022,5/17/2022,5/17/2022,5/17/2022,High,2,Contact,200474,Kathleen Campbell,Scheduled,Busy,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100316,Internal meeting: Opportunity: [34160] Opportunity for Universal Forest Products $77586.74 This Year,3/28/2022,3/28/2022,3/28/2022,3/28/2022,Low ,3,Opportunity,34160,[34160] Opportunity for Universal Forest Products $77586.74 This Year,Open,Free,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100317,Discovery meeting: Case: [12785] Question: Abe Campbell at Meritage Homes,2/26/2022,3/5/2022,3/5/2022,3/5/2022,Low ,4,Case,12785,[12785] Question: Abe Campbell at Meritage Homes,Scheduled,Busy,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100318,Meeting:  Opportunity: [30060] Opportunity for News Corp. $824.96 This Quarter,2/28/2022,3/8/2022,3/8/2022,3/8/2022,High,3,Opportunity,30060,[30060] Opportunity for News Corp. $824.96 This Quarter,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100319,Site visit: Opportunity: [30107] Opportunity for First Horizon National $48708.75 Unknown,3/23/2022,3/26/2022,3/26/2022,3/26/2022,Normal,3,Opportunity,30107,[30107] Opportunity for First Horizon National $48708.75 Unknown,Scheduled,Busy,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100320,Closeout Meeting: Account: National General Holdings,5/19/2022,5/19/2022,5/19/2022,5/19/2022,Low ,1,Account,100535,National General Holdings,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100321,Onsite: Opportunity: [30085] Opportunity for Boise Cascade $55331.13 Immediate,4/28/2022,4/29/2022,4/29/2022,4/29/2022,High,3,Opportunity,30085,[30085] Opportunity for Boise Cascade $55331.13 Immediate,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100322,Closeout Meeting: Case: [13109] Request: Mark Franklin at PepsiCo,3/19/2022,3/20/2022,3/20/2022,3/20/2022,Low ,4,Case,13109,[13109] Request: Mark Franklin at PepsiCo,Open,Free,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100323,QBR: Opportunity: [34179] Opportunity for REV Group $30946.17 Immediate,3/10/2022,3/18/2022,3/18/2022,3/18/2022,Low ,3,Opportunity,34179,[34179] Opportunity for REV Group $30946.17 Immediate,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100324,Demo: Opportunity: [35199] Opportunity for MasTec $7917.07 Unknown,3/7/2022,3/14/2022,3/14/2022,3/14/2022,Normal,3,Opportunity,35199,[35199] Opportunity for MasTec $7917.07 Unknown,Open,Free,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100325,Internal meeting: Case: [13507] Request: Arthur Thompson at Beacon Roofing Supply,3/26/2022,3/27/2022,3/27/2022,3/27/2022,High,4,Case,13507,[13507] Request: Arthur Thompson at Beacon Roofing Supply,Scheduled,Busy,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100326,Discovery meeting: Contact: Anne Lopez,5/25/2022,6/1/2022,6/1/2022,6/1/2022,Low ,2,Contact,201254,Anne Lopez,Open,Free,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100327,Follow up: Opportunity: [34554] Opportunity for Kohl's $11586.14 Next Quarter,5/15/2022,5/19/2022,5/19/2022,5/19/2022,High,3,Opportunity,34554,[34554] Opportunity for Kohl's $11586.14 Next Quarter,Completed,Completed,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100328,Closeout Meeting: Contact: Phil Li,5/25/2022,5/28/2022,5/28/2022,5/28/2022,Low ,2,Contact,200923,Phil Li,Scheduled,Busy,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100329,Discovery meeting: Case: [12885] Question: Carter Wright at Archer Daniels Midland,4/4/2022,4/11/2022,4/11/2022,4/11/2022,High,4,Case,12885,[12885] Question: Carter Wright at Archer Daniels Midland,Scheduled,Busy,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100330,QBR: Opportunity: [32271] Opportunity for Kimberly-Clark $1980.18 Next Quarter,4/29/2022,4/30/2022,4/30/2022,4/30/2022,High,3,Opportunity,32271,[32271] Opportunity for Kimberly-Clark $1980.18 Next Quarter,Open,Free,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100331,QBR: Contact: Debbie Allen,5/1/2022,5/8/2022,5/8/2022,5/8/2022,Normal,2,Contact,201760,Debbie Allen,Scheduled,Busy,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100332,Planning discussions: Opportunity: [31396] Opportunity for Skyworks Solutions $3420.64 Next Quarter,4/4/2022,4/11/2022,4/11/2022,4/11/2022,Low ,3,Opportunity,31396,[31396] Opportunity for Skyworks Solutions $3420.64 Next Quarter,Completed,Completed,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100333,Closeout Meeting: Opportunity: [34965] Opportunity for UnitedHealth Group $14588.48 Unknown,3/9/2022,3/14/2022,3/14/2022,3/14/2022,High,3,Opportunity,34965,[34965] Opportunity for UnitedHealth Group $14588.48 Unknown,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100334,Closeout Meeting: Case: [11359] Request: Chris Williams at Pool,3/13/2022,3/19/2022,3/19/2022,3/19/2022,Low ,4,Case,11359,[11359] Request: Chris Williams at Pool,Completed,Completed,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100335,QBR: Case: [12047] Problem: Jessica Jefferson at Wyndham Destinations,3/24/2022,3/26/2022,3/26/2022,3/26/2022,High,4,Case,12047,[12047] Problem: Jessica Jefferson at Wyndham Destinations,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100336,Meeting:  Opportunity: [32862] Opportunity for Party City Holdco $21959.7 Unknown,3/1/2022,3/2/2022,3/2/2022,3/2/2022,High,3,Opportunity,32862,[32862] Opportunity for Party City Holdco $21959.7 Unknown,Open,Free,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100337,QBR: Contact: Shirley Young,3/6/2022,3/14/2022,3/14/2022,3/14/2022,High,2,Contact,204955,Shirley Young,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100338,Demo: Opportunity: [34336] Opportunity for Cabot Oil & Gas $27589.71 Immediate,3/26/2022,4/1/2022,4/1/2022,4/1/2022,High,3,Opportunity,34336,[34336] Opportunity for Cabot Oil & Gas $27589.71 Immediate,Completed,Completed,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
100339,Meeting:  Case: [12529] Request: Kathleen Jefferson at Kohl's,3/18/2022,3/25/2022,3/25/2022,3/25/2022,Normal,4,Case,12529,[12529] Request: Kathleen Jefferson at Kohl's,Canceled,Canceled,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
